Item Title,abstract,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Parsimonious Asynchronous Byzantine-Fault-Tolerant Atomic Broadcast,,Principles of Distributed Systems,,,,10.1007/11795490_9,HariGovind V. RamasamyChristian Cachin,2006,http://link.springer.com/chapter/10.1007/11795490_9,Chapter
DISSECT: DIStribution for SECurity Tool,,Information Security,,,,10.1007/3-540-45439-X_9,Enriquillo ValdezMoti Yung,2001,http://link.springer.com/chapter/10.1007/3-540-45439-X_9,Chapter
Self-stabilizing Byzantine Resilient Topology Discovery and Message Delivery,,Networked Systems,,,,10.1007/978-3-642-40148-0_4,Shlomi DolevOmri LibaElad M. Schiller,2013,http://link.springer.com/chapter/10.1007/978-3-642-40148-0_4,Chapter
Meta-programming with Typed Object-Language Representations,,Generative Programming and Component Engineering,,,,10.1007/978-3-540-30175-2_8,Emir PašalićNathan Linger,2004,http://link.springer.com/chapter/10.1007/978-3-540-30175-2_8,Chapter
Towards the Effective Descriptive Set Theory,,Evolving Computability,,,,10.1007/978-3-319-20028-6_33,Victor Selivanov,2015,http://link.springer.com/chapter/10.1007/978-3-319-20028-6_33,Chapter
A (Proto) Logical Basis for the Notion of a Structured Argument in a Safety Case,,Formal Methods and Software Engineering,,,,10.1007/978-3-319-47846-3_1,Valentín CassanoThomas S. E. MaibaumSilviya Grigorova,2016,http://link.springer.com/chapter/10.1007/978-3-319-47846-3_1,Chapter
The Inverse Function Approach to Sensor-Driven Kinematic Control of Redundant Manipulators,,Kinematic and Dynamic Issues in Sensor Based Control,,,,10.1007/978-3-642-84012-8_2,Charles W. Wampler II,1990,http://link.springer.com/chapter/10.1007/978-3-642-84012-8_2,Chapter
A User-Friendly Approach to Human Authentication of Messages,,Financial Cryptography and Data Security,,,,10.1007/11507840_21,Jeff KingAndre dos Santos,2005,http://link.springer.com/chapter/10.1007/11507840_21,Chapter
Prototyping Data Warehouse Systems,,Data Warehousing and Knowledge Discovery,,,,10.1007/3-540-44801-2_20,Thanh N. HuynhJosef Schiefer,2001,http://link.springer.com/chapter/10.1007/3-540-44801-2_20,Chapter
Fast priority queues for parallel branch-and-bound,,Parallel Algorithms for Irregularly Structured Problems,,,,10.1007/3-540-60321-2_30,Peter Sanders,1995,http://link.springer.com/chapter/10.1007/3-540-60321-2_30,Chapter
Which E-Voting Problems Do We Need to Solve?,,Advances in Cryptology – CRYPTO 2021,,,,10.1007/978-3-030-84242-0_1,Vanessa Teague,2021,http://link.springer.com/chapter/10.1007/978-3-030-84242-0_1,Chapter
Artificial life needs a real epistemology,,Advances in Artificial Life,,,,10.1007/3-540-59496-5_286,H. H. Pattee,1995,http://link.springer.com/chapter/10.1007/3-540-59496-5_286,Chapter
Comparing Power Flow Models in Tree Networks with Stochastic Load Demands,,Operations Research and Enterprise Systems,,,,10.1007/978-3-031-49662-2_8,M. H. M. ChristianenM. VlasiouB. Zwart,2024,http://link.springer.com/chapter/10.1007/978-3-031-49662-2_8,Chapter
Physical Addressing on Real Hardware in Isabelle/HOL,,Interactive Theorem Proving,,,,10.1007/978-3-319-94821-8_1,Reto AchermannLukas HumbelDavid CockTimothy Roscoe,2018,http://link.springer.com/chapter/10.1007/978-3-319-94821-8_1,Chapter
A predicative semantics for the refinement of real-time systems,,Mathematical Foundations of Programming Semantics,,,,10.1007/3-540-58027-1_11,David ScholefieldHussein ZedanHe Jifeng,1994,http://link.springer.com/chapter/10.1007/3-540-58027-1_11,Chapter
A New Channel Allocation Scheme for Vehicle Communication Networks,,"Wireless Algorithms, Systems, and Applications",,,,10.1007/978-3-319-07782-6_7,Jing XuWei LiZan MaShuo Zhang,2014,http://link.springer.com/chapter/10.1007/978-3-319-07782-6_7,Chapter
Static Detection of Livelocks in Ada Multitasking Programs,,Reliable Software Technologies – Ada Europe 2007,,,,10.1007/978-3-540-73230-3_6,Johann BliebergerBernd BurgstallerRobert Mittermayr,2007,http://link.springer.com/chapter/10.1007/978-3-540-73230-3_6,Chapter
Distributed Cooperation During the Absence of Communication,,Distributed Computing,,,,10.1007/3-540-40026-5_8,Grzegorz Greg MalewiczAlexander RussellAlex A. Shvartsman,2000,http://link.springer.com/chapter/10.1007/3-540-40026-5_8,Chapter
A Notion of Equivalence for Refactorings with Abstract Execution,,"Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering",,,,10.1007/978-3-031-19756-7_15,Ole Jørgen AbusdalEduard KamburjanViolet Ka I. PunVolker Stolz,2022,http://link.springer.com/chapter/10.1007/978-3-031-19756-7_15,Chapter
An O(logn)-Approximation Algorithm for the Disjoint Paths Problem in Eulerian Planar Graphs and 4-Edge-Connected Planar Graphs,,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",,,,10.1007/978-3-642-15369-3_21,Ken-ichi KawarabayashiYusuke Kobayashi,2010,http://link.springer.com/chapter/10.1007/978-3-642-15369-3_21,Chapter
Processor Allocation for Optimistic Parallelization of Irregular Programs,,Computational Science and Its Applications – ICCSA 2012,,,,10.1007/978-3-642-31125-3_1,Francesco VersaciKeshav Pingali,2012,http://link.springer.com/chapter/10.1007/978-3-642-31125-3_1,Chapter
When Programs Have to Watch Paint Dry,,Foundations of Software Science and Computation Structures,,,,10.1007/978-3-031-30829-1_1,Danel Ahman,2023,http://link.springer.com/chapter/10.1007/978-3-031-30829-1_1,Chapter
Computing without Clocks: Micropipelining the ARM Processor,,Asynchronous Digital Circuit Design,,,,10.1007/978-1-4471-3575-3_5,Steve Furber,1995,http://link.springer.com/chapter/10.1007/978-1-4471-3575-3_5,Chapter
A Paradigm for Detecting Quiescent Properties in Distributed Computations,,Logics and Models of Concurrent Systems,,,,10.1007/978-3-642-82453-1_11,K. Mani ChandyJayadev Misra,1985,http://link.springer.com/chapter/10.1007/978-3-642-82453-1_11,Chapter
Program transformation and rewriting,,Rewriting Techniques and Applications,,,,10.1007/3-540-53904-2_99,Françoise Bellegarde,1991,http://link.springer.com/chapter/10.1007/3-540-53904-2_99,Chapter
Refinement semantics and loop rules,,FM’99 — Formal Methods,,,,10.1007/3-540-48118-4_29,Eric C. R. HehnerAndrew M. Gravel,1999,http://link.springer.com/chapter/10.1007/3-540-48118-4_29,Chapter
Improving ABT Performance by Adding Synchronization Points,,Recent Advances in Constraints,,,,10.1007/978-3-540-89812-2_4,Ismel BritoPedro Meseguer,2008,http://link.springer.com/chapter/10.1007/978-3-540-89812-2_4,Chapter
Optimal Point Set Projections onto Regular Grids,,Algorithms and Computation,,,,10.1007/978-3-540-24587-2_29,José Miguel Díaz-BáñezFerran HurtadoMario Alberto LópezJ. Antoni Sellarès,2003,http://link.springer.com/chapter/10.1007/978-3-540-24587-2_29,Chapter
Distributed modal theorem proving with KE,,Theorem Proving with Analytic Tableaux and Related Methods,,,,10.1007/3-540-61208-4_11,Jeremy PittJim Cunningham,1996,http://link.springer.com/chapter/10.1007/3-540-61208-4_11,Chapter
Extracting Safe Thread Schedules from Incomplete Model Checking Results,,Model Checking Software,,,,10.1007/978-3-030-30923-7_9,Patrick MetzlerNeeraj SuriGeorg Weissenbacher,2019,http://link.springer.com/chapter/10.1007/978-3-030-30923-7_9,Chapter
Object-oriented distributed programming in BETA,,Object-Based Distributed Programming,,,,10.1007/BFb0017541,Søren BrandtOle Lehrmann Madsen,1994,http://link.springer.com/chapter/10.1007/BFb0017541,Chapter
Some issues in the semantics of facile distributed programming,,Semantics: Foundations and Applications,,,,10.1007/3-540-56596-5_47,Bent ThomsenLone LethAlessandro Giacalone,1993,http://link.springer.com/chapter/10.1007/3-540-56596-5_47,Chapter
"Ontology Engineering, Scientific Method and the Research Agenda",,Managing Knowledge in a World of Networks,,,,10.1007/11891451_13,Hans AkkermansJaap Gordijn,2006,http://link.springer.com/chapter/10.1007/11891451_13,Chapter
Mathematical Programming as an Intellectual Activity,,Algorithms and Model Formulations in Mathematical Programming,,,,10.1007/978-3-642-83724-1_3,A. H. G. Rinnooy Kan,1989,http://link.springer.com/chapter/10.1007/978-3-642-83724-1_3,Chapter
Using Flow Specifications of Parameterized Cache Coherence Protocols for Verifying Deadlock Freedom,,Automated Technology for Verification and Analysis,,,,10.1007/978-3-319-11936-6_24,Divjyot SethiMuralidhar TalupurSharad Malik,2014,http://link.springer.com/chapter/10.1007/978-3-319-11936-6_24,Chapter
Functional programming and parallel processing,,Vector and Parallel Processing — VECPAR'96,,,,10.1007/3-540-62828-2_134,Rafael Dueire Lins,1997,http://link.springer.com/chapter/10.1007/3-540-62828-2_134,Chapter
A Distributed Algorithm for Waking-up in Heterogeneous Sensor Networks,,Information Processing in Sensor Networks,,,,10.1007/3-540-36978-3_41,Akis SpyropoulosCauligi S. RaghavendraViktor K. Prasanna,2003,http://link.springer.com/chapter/10.1007/3-540-36978-3_41,Chapter
The birth of PEIRCE: A conceptual graphs workbench,,Conceptual Structures: Theory and Implementation,,,,10.1007/3-540-57454-9_17,Gerard EllisRobert Levinson,1993,http://link.springer.com/chapter/10.1007/3-540-57454-9_17,Chapter
QoS-T: QoS Throttling to Elicit User Cooperation in Computer Systems,,Computer Network Security,,,,10.1007/978-3-642-14706-7_8,Vidyaraman SankaranarayananShambhu UpadhyayaKevin Kwiat,2010,http://link.springer.com/chapter/10.1007/978-3-642-14706-7_8,Chapter
On the Limits of Recursively Self-Improving AGI,,Artificial General Intelligence,,,,10.1007/978-3-319-21365-1_40,Roman V. Yampolskiy,2015,http://link.springer.com/chapter/10.1007/978-3-319-21365-1_40,Chapter
Data-Utility Sensitive Query Processing on Server Clusters to Support Scalable Data Analysis Services,,New Frontiers in Information and Software as Services,,,,10.1007/978-3-642-19294-4_7,Renwei YuMithila NagendraParth NagarkarK. Selçuk CandanJong Wook Kim,2011,http://link.springer.com/chapter/10.1007/978-3-642-19294-4_7,Chapter
A characterization of a dot-depth two analogue of generalized definite languages,,"Automata, Languages and Programming",,,,10.1007/3-540-09510-1_18,Faith E. FichJ. A. Brzozowski,1979,http://link.springer.com/chapter/10.1007/3-540-09510-1_18,Chapter
Dynamic Livelock Analysis of Multi-threaded Programs,,Runtime Verification,,,,10.1007/978-3-642-35632-2_3,Malay K. Ganai,2013,http://link.springer.com/chapter/10.1007/978-3-642-35632-2_3,Chapter
A survey of parallel attribute evaluation methods,,"Attribute Grammars, Applications and Systems",,,,10.1007/3-540-54572-7_9,Martin Jourdan,1991,http://link.springer.com/chapter/10.1007/3-540-54572-7_9,Chapter
A compiler for natural semantics,,Compiler Construction,,,,10.1007/3-540-61053-7_61,Mikael Pettersson,1996,http://link.springer.com/chapter/10.1007/3-540-61053-7_61,Chapter
UCX Programming Interface for Remote Function Injection and Invocation,,OpenSHMEM and Related Technologies. OpenSHMEM in the Era of Exascale and Smart Networks,,,,10.1007/978-3-031-04888-3_9,Luis E. PeñaWenbin LuPavel ShamisSteve Poole,2022,http://link.springer.com/chapter/10.1007/978-3-031-04888-3_9,Chapter
An Inference Algorithm for Probabilistic Fault Management in Distributed Systems,,"Network Control and Engineering for QoS, Security and Mobility, III",,,,10.1007/0-387-23198-6_15,Jianguo DingBernd KrämerYingcai BaiHansheng Chen,2005,http://link.springer.com/chapter/10.1007/0-387-23198-6_15,Chapter
Hypermedia Discourse: Contesting Networks of Ideas and Arguments,,Conceptual Structures: Knowledge Architectures for Smart Applications,,,,10.1007/978-3-540-73681-3_3,Simon Buckingham Shum,2007,http://link.springer.com/chapter/10.1007/978-3-540-73681-3_3,Chapter
Conscience-Based Routing in P2P Networks: Preventing Copyright Violations and Social Malaise,,Recent Trends in Network Security and Applications,,,,10.1007/978-3-642-14478-3_31,Ankur Gupta,2010,http://link.springer.com/chapter/10.1007/978-3-642-14478-3_31,Chapter
High Performance Algorithms for Counting Collisions and Pairwise Interactions,,Computational Science – ICCS 2019,,,,10.1007/978-3-030-22734-0_14,Matheus Henrique Junqueira SaldanhaPaulo Sérgio Lopes de Souza,2019,http://link.springer.com/chapter/10.1007/978-3-030-22734-0_14,Chapter
Formally Efficient Program Instrumentation,,Runtime Verification,,,,10.1007/978-3-642-16612-9_19,Boris FeiginAlan Mycroft,2010,http://link.springer.com/chapter/10.1007/978-3-642-16612-9_19,Chapter
Generic Deterministic Random Number Generation in Dynamic-Multithreaded Platforms,,Euro-Par 2014 Parallel Processing,,,,10.1007/978-3-319-09873-9_36,Stefano MorJean-Louis RochNicolas Maillard,2014,http://link.springer.com/chapter/10.1007/978-3-319-09873-9_36,Chapter
Probabilistic Inference for Network Management,,Universal Multiservice Networks,,,,10.1007/978-3-540-30197-4_49,Jianguo DingBernd J. KrämerYingcai BaiHansheng Chen,2004,http://link.springer.com/chapter/10.1007/978-3-540-30197-4_49,Chapter
Near Optimal Work-Stealing Tree Scheduler for Highly Irregular Data-Parallel Workloads,,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-319-09967-5_4,Aleksandar ProkopecMartin Odersky,2014,http://link.springer.com/chapter/10.1007/978-3-319-09967-5_4,Chapter
The Poly1305-AES Message-Authentication Code,,Fast Software Encryption,,,,10.1007/11502760_3,Daniel J. Bernstein,2005,http://link.springer.com/chapter/10.1007/11502760_3,Chapter
Chapter 11. Atomic transactions,,Distributed Systems — Architecture and Implementation,,,,10.1007/3-540-10571-9_11,Butler W. Lampson,1981,http://link.springer.com/chapter/10.1007/3-540-10571-9_11,Chapter
Similarity Based Granules,,Rough Sets,,,,10.1007/978-3-030-52705-1_3,Dávid NagyTamás MihálydeákTamás Kádek,2020,http://link.springer.com/chapter/10.1007/978-3-030-52705-1_3,Chapter
Programs as collections of communicating Prolog units,,ESOP 86,,,,10.1007/3-540-16442-1_21,Paola MelloAntonio Natali,1986,http://link.springer.com/chapter/10.1007/3-540-16442-1_21,Chapter
Practical Free-Start Collision Attacks on 76-step SHA-1,,Advances in Cryptology -- CRYPTO 2015,,,,10.1007/978-3-662-47989-6_30,Pierre KarpmanThomas PeyrinMarc Stevens,2015,http://link.springer.com/chapter/10.1007/978-3-662-47989-6_30,Chapter
"Slead: Low-Memory, Steady Distributed Systems Slicing",,Distributed Applications and Interoperable Systems,,,,10.1007/978-3-642-30823-9_1,Francisco MaiaMiguel MatosEtienne RivièreRui Oliveira,2012,http://link.springer.com/chapter/10.1007/978-3-642-30823-9_1,Chapter
"Power, Puzzles and Properties of Entanglement",,"Machines, Computations, and Universality",,,,10.1007/3-540-45132-3_3,Jozef GruskaHiroshi Imai,2001,http://link.springer.com/chapter/10.1007/3-540-45132-3_3,Chapter
From Distributed Systems to Ubiquitous Computing,,Kommunikation in Verteilten Systemen (KiVS),,,,10.1007/978-3-642-55569-5_1,Friedemann MatternPeter Sturm,2003,http://link.springer.com/chapter/10.1007/978-3-642-55569-5_1,Chapter
ReDABLS: Revisiting Device Attestation with Bounded Leakage of Secrets (Transcript of Discussion),,Security Protocols XXI,,,,10.1007/978-3-642-41717-7_13,Virgil Gligor,2013,http://link.springer.com/chapter/10.1007/978-3-642-41717-7_13,Chapter
"What Computers Do: Model, Connect, Engage",,Theory and Applications of Models of Computation,,,,10.1007/978-3-642-29952-0_5,Butler Lampson,2012,http://link.springer.com/chapter/10.1007/978-3-642-29952-0_5,Chapter
Entanglement in General Multipartite Quantum Systems and Its Role in Quantum Information Processing Tasks,,Computer Networks,,,,10.1007/978-3-642-13861-4_2,Roman Gielerak,2010,http://link.springer.com/chapter/10.1007/978-3-642-13861-4_2,Chapter
Uniprocessor garbage collection techniques,,Memory Management,,,,10.1007/BFb0017182,Paul R. Wilson,1992,http://link.springer.com/chapter/10.1007/BFb0017182,Chapter
Optimal Stem Identification in Presence of Suffix List,,Computational Linguistics and Intelligent Text Processing,,,,10.1007/978-3-642-28604-9_8,N. VasudevanPushpak Bhattacharyya,2012,http://link.springer.com/chapter/10.1007/978-3-642-28604-9_8,Chapter
Domain Dependent Parameter Setting in SAT Solver Using Machine Learning Techniques,,Agents and Artificial Intelligence,,,,10.1007/978-3-031-22953-4_8,Filip BeskydPavel Surynek,2022,http://link.springer.com/chapter/10.1007/978-3-031-22953-4_8,Chapter
An algebraic approach to performance analysis,,Parallel Computing in Science and Engineering,,,,10.1007/3-540-18923-8_20,Dieter Müller-Wichards,1988,http://link.springer.com/chapter/10.1007/3-540-18923-8_20,Chapter
Scotch: Combining Software Guard Extensions and System Management Mode to Monitor Cloud Resource Usage,,"Research in Attacks, Intrusions, and Defenses",,,,10.1007/978-3-319-66332-6_18,Kevin LeachFengwei ZhangWestley Weimer,2017,http://link.springer.com/chapter/10.1007/978-3-319-66332-6_18,Chapter
Declarative Computing: A Technology Driver,,Architektur von Rechensystemen,,,,10.1007/978-3-642-77422-5_1,Peter M. Kogge,1992,http://link.springer.com/chapter/10.1007/978-3-642-77422-5_1,Chapter
The MOLEN ρμ-Coded Processor,,Field-Programmable Logic and Applications,,,,10.1007/3-540-44687-7_29,Stamatis VassiliadisStephan WongSorin Cotöfană,2001,http://link.springer.com/chapter/10.1007/3-540-44687-7_29,Chapter
Programming with Fudgets,,Advanced Functional Programming,,,,10.1007/3-540-59451-5_5,Thomas HallgrenMagnus Carlsson,1995,http://link.springer.com/chapter/10.1007/3-540-59451-5_5,Chapter
Experience Developing and Deploying Concurrency Analysis at Facebook,,Static Analysis,,,,10.1007/978-3-319-99725-4_5,Peter O’Hearn,2018,http://link.springer.com/chapter/10.1007/978-3-319-99725-4_5,Chapter
Proactive Fortification of Fault-Tolerant Services,,Principles of Distributed Systems,,,,10.1007/978-3-642-10877-8_26,Paul EzhilchelvanDylan ClarkeIsi MitraniSantosh Shrivastava,2009,http://link.springer.com/chapter/10.1007/978-3-642-10877-8_26,Chapter
Validating Model-Driven Performance Predictions on Random Software Systems,,Research into Practice – Reality and Gaps,,,,10.1007/978-3-642-13821-8_3,Vlastimil BabkaPetr TůmaLubomír Bulej,2010,http://link.springer.com/chapter/10.1007/978-3-642-13821-8_3,Chapter
Neurorobotics Primer,,The Path to Autonomous Robots,,,,10.1007/978-0-387-85774-9_7,M. Anthony LewisTheresa J. Klein,2009,http://link.springer.com/chapter/10.1007/978-0-387-85774-9_7,Chapter
Architecture of a communication network processor,,PARLE '89 Parallel Architectures and Languages Europe,,,,10.1007/3540512845_43,W. G. P. MooijA. Ligtenberg,1989,http://link.springer.com/chapter/10.1007/3540512845_43,Chapter
The Architecture of ALIEN,,Active Networks,,,,10.1007/978-3-540-48507-0_1,D. Scott AlexanderJonathan M. Smith,1999,http://link.springer.com/chapter/10.1007/978-3-540-48507-0_1,Chapter
DynODet: Detecting Dynamic Obfuscation in Malware,,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-319-60876-1_5,Danny KimAmir Majlesi-KupaeiJulien RoyKapil AnandKhaled ElWazeerDaniel BuettnerRajeev Barua,2017,http://link.springer.com/chapter/10.1007/978-3-319-60876-1_5,Chapter
What Next After Anonymity? (Transcript of Discussion),,Security Protocols XVI,,,,10.1007/978-3-642-22137-8_30,Ross Anderson,2011,http://link.springer.com/chapter/10.1007/978-3-642-22137-8_30,Chapter
Data parallel implementation of extensible sparse functional arrays,,PARLE '93 Parallel Architectures and Languages Europe,,,,10.1007/3-540-56891-3_6,John T. O'Donnell,1993,http://link.springer.com/chapter/10.1007/3-540-56891-3_6,Chapter
Incorporating Recovery from Failures into a Data Integration Benchmark,,Selected Topics in Performance Evaluation and Benchmarking,,,,10.1007/978-3-642-36727-4_2,Len WyattBrian CaufieldMarco VieiraMeikel Poess,2013,http://link.springer.com/chapter/10.1007/978-3-642-36727-4_2,Chapter
Performance of Serializable Snapshot Isolation on Multicore Servers,,Database Systems for Advanced Applications,,,,10.1007/978-3-642-37450-0_31,Hyungsoo JungHyuck HanAlan FeketeUwe RöhmHeon Y. Yeom,2013,http://link.springer.com/chapter/10.1007/978-3-642-37450-0_31,Chapter
Linguistic Theory and Natural Language Processing,,Natural Language and Speech,,,,10.1007/978-3-642-77189-7_5,Ivan A. Sag,1991,http://link.springer.com/chapter/10.1007/978-3-642-77189-7_5,Chapter
Unclouded Vision,,Distributed Computing and Networking,,,,10.1007/978-3-642-17679-1_3,Jon CrowcroftAnil MadhavapeddyMalte SchwarzkopfTheodore HongRichard Mortier,2011,http://link.springer.com/chapter/10.1007/978-3-642-17679-1_3,Chapter
An Ontological Approach to Connecting SOA Implementations,,E-Technologies: Innovation in an Open World,,,,10.1007/978-3-642-01187-0_4,Wesley McGregor,2009,http://link.springer.com/chapter/10.1007/978-3-642-01187-0_4,Chapter
Actor-Based Parallel Dataflow Analysis,,Compiler Construction,,,,10.1007/978-3-642-19861-8_11,Jonathan RodriguezOndřej Lhoták,2011,http://link.springer.com/chapter/10.1007/978-3-642-19861-8_11,Chapter
A Flexible Personalization Architecture for Wireless Internet Based on Mobile Agents,,Advances in Databases and Information Systems,,,,10.1007/3-540-45710-0_11,George SamarasChristoforos Panayiotou,2002,http://link.springer.com/chapter/10.1007/3-540-45710-0_11,Chapter
An On-Line Performance Introspection Framework for Task-Based Runtime Systems,,Computational Science – ICCS 2019,,,,10.1007/978-3-030-22734-0_18,Xavier AguilarHerbert JordanThomas HellerAlexander HirschThomas FahringerErwin Laure,2019,http://link.springer.com/chapter/10.1007/978-3-030-22734-0_18,Chapter
"History, Nostalgia and Software",,Making the History of Computing Relevant,,,,10.1007/978-3-642-41650-7_24,David Holdsworth,2013,http://link.springer.com/chapter/10.1007/978-3-642-41650-7_24,Chapter
Adaptive Soft-Decision Iterative Decoding Using Edge Local Complementation,,Coding Theory and Applications,,,,10.1007/978-3-540-87448-5_10,Joakim Grahl KnudsenConstanza RieraMatthew G. ParkerEirik Rosnes,2008,http://link.springer.com/chapter/10.1007/978-3-540-87448-5_10,Chapter
An Efficient Graph Cut Algorithm for Computer Vision Problems,,Computer Vision – ECCV 2010,,,,10.1007/978-3-642-15558-1_40,Chetan AroraSubhashis BanerjeePrem KalraS. N. Maheshwari,2010,http://link.springer.com/chapter/10.1007/978-3-642-15558-1_40,Chapter
Hybrid control of a robot — a case study,,Hybrid Systems II,,,,10.1007/3-540-60472-3_20,Anders P. RavnHans RischelMichael HoldgaardThomas J. EriksenFinn ConradTorben O. Andersen,1995,http://link.springer.com/chapter/10.1007/3-540-60472-3_20,Chapter
Toward Efficient Architecture-Independent Algorithms for Dynamic Programs,,High Performance Computing,,,,10.1007/978-3-030-20656-7_8,Mohammad Mahdi JavanmardPramod GanapathiRathish DasZafar AhmadStephen TschudiRezaul Chowdhury,2019,http://link.springer.com/chapter/10.1007/978-3-030-20656-7_8,Chapter
Autonomous heterogeneous computing — Some open problems,,Operating Systems of the 90s and Beyond,,,,10.1007/BFb0024526,Hermann Schmutz,1991,http://link.springer.com/chapter/10.1007/BFb0024526,Chapter
Spill Code Placement for SIMD Machines,,Programming Languages,,,,10.1007/978-3-642-33182-4_3,Diogo Nunes SampaioElie GedeonFernando Magno Quintão PereiraCaroline Collange,2012,http://link.springer.com/chapter/10.1007/978-3-642-33182-4_3,Chapter
Energy Management for Embedded Multithreaded Processors with Integrated EDF Scheduling,,Systems Aspects in Organic and Pervasive Computing - ARCS 2005,,,,10.1007/978-3-540-31967-2_1,Sascha UhrigTheo Ungerer,2005,http://link.springer.com/chapter/10.1007/978-3-540-31967-2_1,Chapter
Compiler-controlled multithreading for lenient parallel languages,,Functional Programming Languages and Computer Architecture,,,,10.1007/3540543961_4,Klaus Erik SchauserDavid E. CullerThorsten von Eicken,1991,http://link.springer.com/chapter/10.1007/3540543961_4,Chapter
Specification Mining with Few False Positives,,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-00768-2_26,Claire Le GouesWestley Weimer,2009,http://link.springer.com/chapter/10.1007/978-3-642-00768-2_26,Chapter
Communication heuristics in distributed combinatorial search algorithms,,Distributed Algorithms,,,,10.1007/3-540-51687-5_49,Alfred Taudes,1989,http://link.springer.com/chapter/10.1007/3-540-51687-5_49,Chapter
Progress in hardware-assisted real-time garbage collection,,Memory Management,,,,10.1007/3-540-60368-9_34,Kelvin Nilsen,1995,http://link.springer.com/chapter/10.1007/3-540-60368-9_34,Chapter
Optimization of Visitor Performance by Reflection-Based Analysis,,Theory and Practice of Model Transformations,,,,10.1007/978-3-642-21732-6_2,Markus LepperBaltasar Trancón y Widemann,2011,http://link.springer.com/chapter/10.1007/978-3-642-21732-6_2,Chapter
Model-Based Dependability Evaluation Method for TTP/C Based Systems,,Dependable Computing EDCC-4,,,,10.1007/3-540-36080-8_23,Pavel HeroutStanislav RacekJan Hlavička,2002,http://link.springer.com/chapter/10.1007/3-540-36080-8_23,Chapter
Probabilistic Inference Strategy in Distributed Intrusion Detection Systems,,Parallel and Distributed Processing and Applications,,,,10.1007/978-3-540-30566-8_97,Jianguo DingShihao XuBernd KrämerYingcai BaiHansheng ChenJun Zhang,2005,http://link.springer.com/chapter/10.1007/978-3-540-30566-8_97,Chapter
BDDNOW: A Parallel BDD Package,,Formal Methods in Computer-Aided Design,,,,10.1007/3-540-49519-3_32,Kim Milvang-JensenAlan J. Hu,1998,http://link.springer.com/chapter/10.1007/3-540-49519-3_32,Chapter
State Generation in the PARMC Model Checker,,Practical Aspects of Declarative Languages,,,,10.1007/3-540-45241-9_23,Owen Kaser,2001,http://link.springer.com/chapter/10.1007/3-540-45241-9_23,Chapter
A Game-Theoretic Analysis of Games with a Purpose,,Internet and Network Economics,,,,10.1007/978-3-540-92185-1_40,Shaili JainDavid C. Parkes,2008,http://link.springer.com/chapter/10.1007/978-3-540-92185-1_40,Chapter
LWOAD: A Specification Language to Enable the End-User Develoment of Coordinative Functionalities,,End-User Development,,,,10.1007/978-3-642-00427-8_9,Federico CabitzaCarla Simone,2009,http://link.springer.com/chapter/10.1007/978-3-642-00427-8_9,Chapter
RDVIS: A Tool that Visualizes the Causes of Low Locality and Hints Program Optimizations,,Computational Science – ICCS 2005,,,,10.1007/11428848_21,Kristof BeylsErik H. D’HollanderFrederik Vandeputte,2005,http://link.springer.com/chapter/10.1007/11428848_21,Chapter
Non-gaussianity and non-linearity in electroencephalographic time series,,Stochastic Control Theory and Stochastic Differential Systems,,,,10.1007/BFb0009397,Th. GasserG. Dumermuth,1979,http://link.springer.com/chapter/10.1007/BFb0009397,Chapter
Testing Your (Static Analysis) Truths,,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-030-68446-4_14,Ignacio CassoJosé F. MoralesP. López-GarcíaManuel V. Hermenegildo,2021,http://link.springer.com/chapter/10.1007/978-3-030-68446-4_14,Chapter
Hint Generation Under Uncertainty: The Effect of Hint Quality on Help-Seeking Behavior,,Artificial Intelligence in Education,,,,10.1007/978-3-319-61425-0_26,Thomas W. PriceRui ZhiTiffany Barnes,2017,http://link.springer.com/chapter/10.1007/978-3-319-61425-0_26,Chapter
Supporting Learners in Adaptive Learning Environments through the Enhancement of the Student Model,,Human-Computer Interaction. Interacting in Various Application Domains,,,,10.1007/978-3-642-02583-9_19,Luca MazzolaRiccardo Mazza,2009,http://link.springer.com/chapter/10.1007/978-3-642-02583-9_19,Chapter
